text,contest
If it touches the third rail it's toasted,609
They did say it would take a hero to fix the MTA...,609
'Bad news. They found the proof in the pudding.',610
"You can keep calling it ""flambé,"" but out here it's felony arson.",610
They're asking if you prefer gas or electric...,610
Beat until stiff meant the eggs.,610
The good news is they're letting you prepare your last meal.,610
"Cooking meth doesn't make you a chef, Steve.",610
For heaven's sake give them the recipe!,610
"On the bright side, he'll never give you a bad review again.",610
Prepare to serve ten to twenty.,610
"On the bright side, your ""Death by Chocolate"" exceeded expectations.",610
When you said you were going to grill the witness I had no idea.,610
"As White House chef, you must have been expecting this.",610
Good news. I found an attorney specializing in torte law.,610
"As the White House Chef, half the world is hailing you as a hero for at least attempting it.",610
No. I told you “poisson.”,610
"Evidently, the jury found it hard to swallow, too.",610
No one cares that the knife came out clean.,610
It doesn't look good. The butcher and the candlestick maker both took a plea.,610
You didn’t find it suspicious that they were selling oregano by the ounce?,610
They're making you out to be some kind of a butcher.,610
I guess the Times' restaurant critic has more clout than we realized.,610
"We're rebranding. ""Killer Chef"" is out. ""Serving Thyme"" is in.",610
You wouldn't be here if it wasn't for that little tart!,610
So who's the chef at Mar-a-lago now?,610
"On the positive side, you're the reason the prison cafeteria now has a Michelin rating.",610
For 30 years at home you never cooked. After two weeks in prison you're the chef?,610
"Everyone else got 12 years, for some reason you got 13.",610
You and I both know salt is the real killer.,610
"Honey, just tell them where you stashed the dough.",610
"When someone orders their steak well done, you have to learn to just let it go.",610
"Oh honey, 'shank' means something very different on the inside.",610
See if you can join the gang Martha Stewart was in,610
Have you decided...gas or electric?,610
Next time - just bake the gay wedding cake.,610
I distinctly said poisson!,610
The good news is you get to prepare your last meal.,610
"You're looking at 20 years, 15 if you use convection.",610
I couldn’t raise the dough.,610
"Believe me, I’ve tested a lot worse things when I was in pharmaceuticals.",611
"If he can be President, I can fly.",611
"""Fine, but for our second date you are coming sewer rafting"".",611
"Okay, just one more time to clarify...statues are worth 5, newly washed cars 25 and investment portfolio managers...125?",611
I don't know Mom. I'm starting to think maybe I was adopted.,611
"So he says “pigeons are just rats with wings.” And I was like, “whoa… Rats. With. Wings.”",611
"Yeah, but I identify as a pigeon.",611
"Dress for the job you want, not the job you have.",611
"So, all I do is land in the park and people toss food at me?",611
It was either this or fly United.,611
"You need good wings to fly; a lot of people don’t know that. I know wings. I’ve got the best wings! No one ever mentions that. No one has better wings, believe me! I’m going to do so much flying you’re going to get tired of seeing me flying!",611
"Well, you don't look like your profile either...",611
Wait... I was adopted?,611
And you poop at the same time?!,611
Either way I’ll be a smash on Broadway.,611
"Oh c'mon, Ratman and Robin. It writes itself!",611
Last question. I am your first student?,611
It's a textbook case--depending on which state your textbooks are from.,612
I suspect some people will deny this ever happened.,612
The coroner said it occurred sometime between 360 million years ago and 4am.,612
"It's Kansas, m'am. Evolution is a crime.",612
I wouldn't have expected this in a million years.,612
"Say what you will, he died a man.",612
This case goes back further than we thought.,612
"Mind you, it's just a theory.",612
Looks like the past finally caught up with him.,612
It's going to take a while to notify all the next of kin.,612
A billion years of evolution and they still don't look both ways...,612
Looks like a textbook case — except in Texas.,612
No jury in Tennessee will believe it.,612
We suspect the cause of death was natural selection.,612
We have to improve our response time.,612
"Well, at least we have a timeline.",612
Witnesses say it all started with a big bang.,612
Just when he got on his own two feet.,612
I'll tell you one thing. This killer took his time.,612
Looks to me like he was running from his past.,612
There's a missing link here somewhere...,612
"Obviously, it's an evolving crime scene.",612
Round up the usual fundamentalists.,612
Get Darwin from forensics on this. He may have a theory.,612
This didn't just happen over night.,612
"We're waiting on the DNA results, but believe they were all related.",612
Looks like his past caught up with him.,612
Looks like the crime took place some time between 600 Million B.C. and 3 A.M.,612
Looks like his past caught up with him.,612
This one has Darwin’s fingerprints all over it!,612
"Clearly, this is an evolving crime scene.",612
I guess we’ll see how this case evolves.,612
I can't help thinking we're missing a link here.,612
"""We've been trying to get a stoplight at this intersection since the beginning of time.'",612
We'll have to notify the next of species,612
"'Yeah, but why kill the other four? No way they were going to talk.'",612
"Well, at least we can rule out the evangelicals.",612
Our witness claims it started with a Big Bang.,612
I estimate time of death somewhere between 10pm last night and the Middle Devonian Period.,612
We think the victims are all related.,612
"Of course, it’s just a theory...",612
We've ruled out an act of God,612
Good luck establishing the time of death.,612
What a shame. He was making real progress.,612
This never happens in the Bible Belt.,612
God only knows what's next.,612
"Start questioning relatives, no matter how distant.",612
The neighbors said they first heard a big bang.,612
"We are authorized to use farce, if necessary.",613
"Unless you want a very long ride in a very small car, I suggest you start talking.",613
"Oh, you'll laugh. They all laugh.",613
Don't make us go for the juggler.,613
"If you think he's a clown, wait until you meet your public defender.",613
I’m going to need you to describe the perp to our balloon artist.,613
“I’m the carrot. He’s the stchick”.,613
"If you want to see a giraffe, we're going to need more a lot more information.",613
"You are in Canada sir. Its good cop, funny cop.",613
Does it look like we're joking?,613
"Johnson, I don't think you understand. I am the good cop.",613
"No, I said to play with more attitude.",614
Your lesson was yesterday.,614
The Zen Way is on the next mountain. This is the Steinway.,614
I know you didn't send for a tuner. The people down in the valley did.,614
The public is saying your latest work is inaccessible.,614
Everyone wants the secret of life. No one asks how the hell I got this baby up here.,614
The Craigslist ad said it's free if I pick it up myself...?,614
"Finally, a request.",614
I'm moving all of my music to the cloud.,614
"To be honest with you, we regret both the promise of free delivery and the promise of lifetime tunings.",614
"The meaning of life? No I don't know it, but maybe if you hum a few bars...",614
Is this the Steinway to Heaven?,614
Well that was a major scale!,614
You find out who your real friends are when you ask them to help you move.,614
"Franz, just call it ""Unfinished"" and come down.",614
With a helicopter. You've got two questions left.,614
"Sorry to tell you this; the divorce is now final, and she got the piano.",614
"I know you're discouraged by the turnout, but I think it's the venue.",614
Am I late for my lesson?,614
"I guess if you can make it here, you can make it anywhere.",614
There've been complaints about the hills being alive with the sound of music.,614
I see that no one but you plays at this level.,614
How 'bout this time I show you how to tune the piano yourself?,614
Big deal! Try it with a piano on your back.,614
"I can hear the wife now: ""You caught it, you clean it.""",615
Must be another Trump hotel that's underwater,615
I've finally caught something my wife will let me hang in the living room.,615
"""I hate fishing in the Hamptons"".",615
Too bad it's catch and release. My wife would love this.,615
We must be at Pier 1.,615
You're gonna need a nicer boat.,615
"Finally, something my wife will let me mount in the living room.",615
Those fish are having a ball down there.,615
Now I wish I hadn't thrown back that Chippendale table.,615
It's the Trump lure -- it works best with bottom feeders.,615
Throw it back; we're fishing for mid-century modern.,615
"First, I set the mood.",615
I tie my own. Why do you ask?,615
Is that chandelier going to keep getting bigger every time you tell this story?,615
I'm not surprised. A lot of upscale homes are now underwater.,615
I think I’ll mount this one on the ceiling.,615
I’ve advised my client not to talk.,616
I've got corporate up my ass on this one John...,616
I want to report inappropriate touching.,616
Of course he had a hand in this!,616
I need you to order all of the 'For Dummies' books on this list.,616
"Trust me, I speak for both of us.",616
Do you have any idea who you're talking to?,616
"His words, not mine.",616
We want time-and-a-half.,616
Could you take care of this? The boss is breathing down my neck.,616
The memo speaks for itself. Which is more than I can say for Brad here.,616
Ignore him. You now report directly to me.,616
"Read the memo from HR, Fred. From now on, I'm a ""vocally enabled support mannequin,"" not a ""dummy.""",616
"If he goes, I go.",616
"It's pretty much boilerplate, but if you have questions I'll be in the brown suitcase under Phil's desk.",616
Here's my resignation. I just don't feel like I have a voice here.,616
At least I know I'm a puppet.,616
How do you explain this invoice for a wood chipper?,616
I need to speak with you. Alone.,616
Ancestry.com says your desk is my uncle.,616
The coward behind me. That's who's firing you.,616
I'm his right-hand man.,616
"You aren’t the first person in this bureau to be fired by a dummy, and you won’t be the last!",616
This is the list of grievances from an employee who wishes to remain anonymous.,616
But before we head down... a short fire-safety video...,617
"No, this is Purgatory. Hell has FOX 24/7.",617
I wonder if he moved that pitchfork a little left would we get better reception?,617
"No, purgatory. In hell, it's Fox News 24/7.",617
It gets worse. The commercials are for air conditioning.,617
It's either this or the PBS pledge drive.,617
I didn’t know there would be an orientation video.,617
It's not really eternal - if you watch closely it's a forty-five minute loop.,617
I hear the 1% get real fire...,617
This is boring as hell.,617
"No, only the Catholics have real flames. We’re all Episcopalians.",617
Is it wrong to say you look hot?,617
He wants to make Hell great again.,617
"Good news! If this were hell, they'd be showing Fox News.",617
"This is it? Well, I'll be damned!",617
I guess it didn't really matter if I had on clean underwear after all.,617
"No, you ask him to change the channel.",617
They've been making due with this ever since the place froze over in 2016.,617
"One channel, one show, no remote, welcome to hell!",617
So this is ironic... last week I was standing next to a fire and watching naked people on TV.,617
It's a live feed from the White House.,617
It gets worse. In February they start showing reruns of The Apprentice.,617
Sometimes he changes the channel to Hannity,617
We only get two stations. Fire and Brimstone.,617
"Did you give to the Trump campaign, too?",617
We're all Congressional staff. White House is two circles down.,617
The last thing I remember was accepting a White House appointment.,617
666 channels and nothing is on.,617
"Strangely enough, you are the first person to ask about the clock.",618
Well of course they don’t exist. Now.,618
It’s on the enchanted species list.,618
The damn thing had been leaving rainbows all over my lawn.,618
"Well, sure, but I never would have believed in a Trump presidency, either.",618
"And this is a unicorn, a rare being most don’t even believe exists. Come to think of it, you have a lot in common with him, Black Guy In A New Yorker Cartoon.",618
I figured nobody would believe me so I shot it.,618
Bagged the Emu while on Safari. Bagged the unicorn while on LSD.,618
It's hard to get off a good shot once that carousel gets moving.,618
It was hit or myth.,618
I glued the horn on. I didn't want the grand-kids to know I accidentally shot a horse.,618
Where did you get the clock?,618
"I also have a centaur, but it makes people uncomfortable.",618
"And then, just when I thought he'd gotten away, the carousel circled around again and I got a clean shot.",618
Some say they are extinct. Some don’t believe they ever existed at all. It’s called an “Analog Clock”.,618
Of course I felt bad...I was aiming for the leprechaun.,618
Turns out they're magical but not particularly swift.,618
"In my defense, it came out of nowhere.",618
I found it in the same place where Fox News gets its stories.,618
I’m still cleaning the glitter out of the truck.,618
Killing this one took some imagination.,618
Most people thought it didn't exist. And now it doesn't.,618
Coney Island carousel; 1969. Got him on the rise.,618
It was a very hostile takeover.,619
It was a very hostile takeover.,619
"The pen is mightier, but that looks awesome.",619
If you can remove it... it means your heart is pure. But you can no longer work in sales.,619
I think there's been a mistake. I asked management to give him the axe.,619
I thought 'willing to work knights' was just a typo.,619
Now we are at the last task of your interview.,619
"Also, if you can pull the stuck page out of the copier you become the rightful Head of Finance.",619
"No, not the sword. The test is to pull out the middle drawer.",619
You can have Damocles' old desk.,619
The pen is taking it pretty hard.,619
"Legend says only someone with a true heart will be able to remove the sword. Unfortunately, we're a law firm.",619
At least you didn't get the axe.,619
"Oh, it slides right out. But it's a real confidence booster for the new CEO.",619
It's definitely the sharpest thing to occupy this desk in years.,619
I see my wife stopped by.,619
I preferred when they used pink slips.,619
It's not the end of the world if he misses.,620
"Most of them have candy, this ones filled with nuts.",620
Are you sure the boss is cool with this? It took him six days to make.,620
The best part? Not a single religion predicted this one.,620
Somehow I always imagined Judgement Day would come with a little more gravitas.,620
But what is the string attached to?,620
These young guys have it easy. It was much harder back when it was flat,620
"Lower it a bit, Mar-a-Lago's just coming back around.",620
It's been 4 billion years. Just hit it already!,620
And to think they're worried about global warming,620
"It was a biblical typo.  It's really called the ""Rupture.""",620
Blind Fate gets two more chances.  Then it's Dumb Luck's turn.,620
"The last time he connected, it killed off the dinosaurs.",620
"Every time Trump tweets, an angel gets its swings.",620
"After this, let's pin the tail on Uranus.",620
If he hits it he's in for a big surprise.  I understand it's two-thirds water.,620
This is taking an eternity.,620
"It's the Big Bang, minus the theory.""",620
It's ok. Most of the damage has already been done.,620
America First.,620
I don't want to wait in line. Let's do the Saturn ring toss.,620
"At this rate, mankind will beat us to it.",620
"Jesus, Haley's comet gets closer than that.",620
She’ll appreciate you’re wearing protection.,621
Our welder comes in on Wednesdays if you’re interested in complimentary alterations.,621
It’s off the rack.  The guy on the rack doesn’t need it anymore.,621
It does make you look slightly middle-aged.,621
"Yes, of course you’ll have the only key, Mrs. Trump.",621
"May I say, sir: quite riveting.",621
"If you like it, I'd suggest going ahead before the steel tariffs hit.",621
Can I interest you in some Under Armour to go with that?,621
Perfect for a knight on the town.,621
LIMERICK: When buying a nice suit of steel...No matter how good it may feel...You do have to watch...If it's tight in the crotch...Cause it'll make you scream when you kneel.,621
Will you be billing this to the E.P.A. as well sir?,621
"It says ""old money, really old money.""",621
Oh a 'suit of Armani?' Our mistake sir.,621
It also comes in stainless.,621
"Congratulations on becoming the new White House Press Secretary, by the way.",621
"May I inquire what the bride is wearing, sir?",621
"Dressed to kill, eh?",621
All you need is a little altercation.,621
"Of course, it's no iron",621
"As a matter of fact, there is a silver lining.",621
"If I may ask, sir, Renaissance fair or confirmation hearing?",621
"I agree, the belt would be too much.",621
It's popular among Middle Age men.,621
It works for a casual joust or that formal crusade.,621
"A word of caution, Sir:  always lift the visor before you fart.",621
"And if the FBI comes, just stand quietly against the wall. They’ll never know, Mr. President.",621
It comes with an assortment of refrigerator magnets too.,621
To go?,622
My wife got the house.,622
"You better hope that was rain I just felt.""",623
It's a park. He's on a leash. What's it to you?,623
"Okay, but if he starts sniffing their tails he has to leave.",623
"Have you tried saying, ""Down, boy""?",623
"He's a beagle, but he claims the ""b"" is silent.",623
"Sir, are you suggesting that someone else's kite pooped on the lawn?",623
Skye terrier or Airedale?,623
Can I borrow that?  I’ve got to get a cat out of a tree.,623
I don't think you appreciate the gravity of the situation.,623
"Sir, did you leave a kite at the dog park by any chance?",623
Sticking his head out the car window just doesn't do the trick for him anymore.,623
But my dog IS on a leash,623
He's a bird dog.,623
"Sorry, sir, dog days are in August",623
"No no, it’s let sleeping dogs LIE",623
Any chance you can do that with a pig?  My wife would have to let me get a motorcycle if you could.,623
Do you realize your kite's in the car with the window cracked open?,623
"No, dogs are welcome. But we do enforce the laws of physics.",623
"The sign only said, “No dogs on grass.”",623
"Sir, all dogs go to heaven, it's time to let go.",623
I can't even get mine to sit!,623
"Gravity isn't just a theory in this town, sir. It's the law.",623
Of course I am happy to see you! I just need a little time to decompose myself!,624
"Hey, weren’t you a member of the placebo group?",624
"'Til death do us part"" was the agreement, Susan.",624
"Well, so much for resting in peace",624
"Of all the skeletons in all the world, I get stuck next to the one from my closet.",624
Biggest Funeral Ever! People all over the world were in the streets! You should have seen the crowds! Biggest crowds in the history of the world! Nobody wanted to miss my funeral! Everyone wanted to see me off. Millions! Biggest sendoff ever! So Big.,624
Yes mother! I was wearing clean underwear.,624
"In retrospect, ""Sorry"" would have been better than
"" So shoot me"".",624
Please!  I just got OUT of a relationship!,624
This is going to feel like an eternity.,624
What part of 'until death do us part' don't you understand?,624
"GOP Healthcare, how about you?",624
"No, seriously. He's president now, so turn over.",624
"No, sir, this is Fenway. You're looking for Jurassic Park.",625
"Remember, if I catch the ball you stop trying to hit it.",625
I’d say your timing’s a bit off.,625
How long you been with the club?,625
"Yes, I know what an ‘out’ is. I’m a Neanderthal, not a moron.",625
That's not why I'm squatting.,625
"Look, pal,  the game has evolved.",625
Is it true you played for Cleveland the year they won the Series?,625
"Yeah, I hate the throwback uniforms too.",625
This isn't a normal side effect Kenny.. how much of it did you take?!,625
"When I heard a new batter had been recruited from B.C., I naturally assumed Boston College.",625
The irony here is that millions of guys are watching this game in their man-caves.,625
"Spent a while in the minors, eh?",625
"Sorry buddy... this is Fenway Park, not Jurassic Park.",625
"About to land now, call you when I'm on the ground.",626
"No, I can’t hold on.",626
"Test driving a new mustang, what are you up to?",626
Turns out this IS my first rodeo.,626
Hi Hon. Can you meet me at the hospital in about ten minutes?,626
"No, I said I'm getting BUCKED, with a B.",626
I'm in the air right now; let me call you back after I land.,626
"You’re absolutely right, dear – the rattlesnake ringer tone was not a good idea!",626
"On second thought, let's add the accident coverage.",626
"No, I said 'bucked', though on second thought you may be right.",626
"Hang on, I think I'm being dropped by my carrier.",626
"Hi, I’d like to add a rider to my insurance policy.",626
I recommend the pigeon. It's locally sourced.,627
Weren't there three of you?,627
"Table for two, by the window. Is there a problem?",627
Any dessert before you hit the road?,627
"Ignore the screams, sir. I’ll get you a new fork.",627
Welcome back. The Chef enjoyed reading your pithy critique on Yelp.,627
Yes this is the smoking section.,627
I recommend starting with an order of wings.,627
"If you find it too drafty, I can close the window.",627
Would you like to hear about our fall specials?,627
"Is that far enough away from the kitchen to suit you, sir?",627
You must be the couple with the Groupon.,627
"I'm terribly sorry, I'll send for another violinist right away.",627
Might I recommend the pigeon.  It's locally sourced.,627
May I suggest a little something to take the edge off?,627
Would you care to hear about our tipping policy?,627
"Sorry, after last night, we no longer serve alcohol at this table.",627
The perch is excellent.,627
"Well, the review did describe it as 'urban edgy.'",627
"You reserved a table--and I quote--'away from everyone, with an unobstructed view of the city'.""",627
Is this far enough from the kitchen for sir's liking?,627
The maitre d’ thanks you for the two dollars and hopes you enjoy your meal.,627
I heard today I'm getting canned.,628
Whaddya mean you only serve fish on Friday,628
What the hell else would I drink like?,628
"Just the worm, hold the Tequila.",628
Yeah? Well I'm also a fish out of Scotch.,628
Maybe one day she’ll realize I’m the one that got away.,628
It’s just so hard not to get wrapped up in the news.,628
"I KNOW when something is watered down, pal.",628
'She says she needs room to breathe...what does that even mean?',628
Then one day you wake up and you have ten thousand children and a mortgage that's under water.,628
They sent me to rehab to dry out - damn near killed me,628
Every single school rejected me.,628
And that fisherman had to be 7 or 8 feet tall,628
I hope this isn't a place where people come to hook up.,628
She's sleeping with the fishes. Just not this one.,628
Stop calling me chum!,628
Make it a double. I just got out of the tank.,628
I had a castle and treasure chest before my life went down the toilet.,628
"Leave the tequila, I'll just take the worm.",628
"So then I tell her, ‘Well after two days your mother stinks too.’",628
"Well, what else did you expect me to drink like?",628
Your sign clearly says We serve fish!,628
"Well, I bet you drink like a bald guy",628
"I came here to get a job on Wall Street, but it turns out they only hire sharks and piranhas.",628
You have no idea how hard it is to get a dry martini where I come from.,628
"Sure, but a horse walks into a bar and nobody bats an eye",628
"At this point, I'm more of a fish out of bourbon.",628
I don't know why I can't meet anyone.  I'm quite the catch.,628
Pisces... what’s yours.,628
...And then she gave me this koi smile.,628
"I'm not making this up, she wants us to get a cat.",628
I still like to think of myself as a good catch.,628
"... but TEACH a fish to drink, and he can drink for a lifetime.",628
"If the aquarium calls, I ain't here.",628
"Scotch, neat. And don't tap on the glass.",628
"Yes, but interestingly, I don’t drink like one.",628
"In retrospect, I should have been more specific when I told the genie I wanted to be in a rock group and have women climbing all over me.",629
My therapist said I should try to be a little boulder.,629
What makes this worse is that there is a racket ball court on the other side,629
No matter what I say I end up with a foot in my mouth.,629
Be sure to tell your friends you climbed the face of Everett.,629
Go ahead. Use me to get to the top.,629
"...and then for my third wish I said, 'I want women climbing all over me!'",629
I'm lucky! Most geologists don't find a job in their field right out of college.,629
It's not a career.  It's just a stepping stone.,629
"I was desperate. It was this, or White House press secretary.",629
"For the record, I was opposed to the wall.",629
Gore was right. This is inconvenient.,630
I clearly recall choosing hell over high water.,630
Looks like we might be facing a row vs wade  decision,630
Is your mom still in the lounge chair?,630
"Still want to vote Republican, Ed?",630
"Ok, but the moon landing was still a hoax.",630
"On the bright side, at least we have a roof under our feet.",630
Please put your trunks on before the tide goes out!,630
"Frankly, I didn’t believe the seafront would reach Iowa this quickly.",630
"ON the water, Frank. I said a nice place ON the water.",630
It’s Florida. We stand our ground.,630
I'd be worried if we believed in climate change,630
"And to think this was the best table at Mar-a-Lago Club just
5 years ago!",630
"Never mind, I don't need to use the restroom anymore.",630
I’m just saying it might have been helpful to know that the travel agent is your ex-wife.,630
"Thankfully, we've been assured this isn't happening.",630
"Truth is, this is inconvenient.",630
I guess it wasn't fake news.,630
"For all of this talk of global warming, the water is still pretty cold.",630
It's great to get away from the wildfires for a while.,630
"If I had more dough, I'd be in first class.",631
"This way, it's a business trip",631
You can either complain about airline food or do something about it,631
"Ideally, you want the dough to rise to about 35,000 feet.",631
I'd sit in first class if I had enough dough.,631
When we cross the equator it spins the other way.,631
There will be plenty for you. The two people next to me don't have mouths.,631
"Yes, that is a pepperoni in my pocket.",631
It's an emotional support pizza.,631
The trick is adding the water before you go through security.,631
"It's my fault, really. Our coupon didn't specify the delivery area.",631
We deliver.,631
I can do any toppings you want but no more than 3 ounces of sauce.,631
I was told to pack my carry-on with the things I'd knead most.,631
I'm part of Bakers Without Borders. You?,631
I call it New York to Chicago style.,631
"I got her to open up, but now she's beside herself.",632
What makes you think the Russians were involved?,632
They were all in it together.,632
We gotta get the short one to open up.,632
"We’re pretty sure it was an inside inside inside inside inside job, detective.",632
I can’t shake the feeling that they all fit together somehow.,632
I only arrested the one on the left. But when we interrogated her she really opened up.,632
"Well, that would explain just the one set of footprints.",632
We got a tip from someone on the inside.,632
I think the small one is hiding something but I can't get her to open up,632
We're gonna have a hard time proving armed robbery.,632
"Call it a hunch, but I think the little one is at the center of it all.",632
We've already got Number 1 on 5 counts of harboring Russian fugitives.,632
"As we suspected, they were all in on it.",632
You were right about starting with the cavity search.,632
"Nesting, yes. Collusion, no.",632
We couldn't get any more out of them.,632
It’s hard to imagine a more organized crime family.,632
"I suspect it's an inside, inside, inside, inside, inside job.",632
The big one's covering for them.,632
Seriously? Loosen my tie and remove my head?,632
There were more Russians at that meeting than we thought...,632
"If you ask me, I think they were all in on it together.",632
That's the brilliance of it. They all come in on a single visa.,632
"Number 6 will talk, she’s too afraid of going back inside.",632
The judge ordered a short recess.,633
"Sorry, kid, but this is the corporate ladder.",633
"Stop calling me 'Dad', you're embarrassing me in front of my friends.",633
"Now that recreational pot is legal, you'll be seeing a lot more of us.",633
"'Two more times, Dad, then we need to pick up Mom at ballet class.""",633
I’m 45 and A HALF.,633
Shouldn't you be somewhere staring at a screen?,633
You work here at Google too?,633
It's new for us. We're actually from a swing state.,633
"Wow, Bring Your Parents To School Day is so much more fun than taking you to work",633
Our Boss told us to work on our slide presentation,633
Well the judge said we could take a short recess.,633
"Trust me, kid. Teachers need this more than you do.",633
Our parents never picked us up.,633
"He offered us a franchise, but I think it’s a pyramid scheme.",634
"Finally, hotdogs are at the top of the food pyramid.",634
Of course it’s kosher – who do you think built this place?,634
I think it's safe to assume it contains preservatives.,634
"No, thanks--you never know who goes into those things.",634
We did it. All seven vendors of the ancient world.,634
He must be the only one in the whole Middle East actually making concessions.,634
"Look, It was either this or Pizza Tut",634
No thanks. Those things always get stuck in my sarcophagus.,634
Pretty steep for two hot dogs.,634
Never eat anything with an expiration date ending in BC.,634
Did you tell him he was missing the point?,634
I don't normally date Middle-Aged men.,635
"I said, 'Not in my backyard,' and they said, 'Ok, have it your way.""",649
I wish you’d come in when it was just a chip on your shoulder.,650
No need to panic: a reptile dysfunction is common for men of your age.,651
I usually don't say this to men.....How far apart are the contractions?,651
How do you respond to allegations that you're bipolar?,655
The poles show you’re in trouble.,655
I'm sure voters have noticed that you're completely in the dark half the time.,655
"Ask yourself, are you better off now than you were four billion years ago?",655
I guarantee in twelve hours we'll see a completely different side of my opponent.,655
How do you respond to allegations that you're bipolar?,656
The poles show you’re in trouble.,656
I'm sure voters have noticed that you're completely in the dark half the time.,656
I guarantee in twelve hours we'll see a completely different side of my opponent.,656
"Ask yourself, are you better off now than you were four billion years ago?",656
Do you want to go for L-U-N-C-H and maybe a W-A-L-K?,658
"They're quiet now, but wait until the mail is delivered.",658
"I got a ""You're a good girl. Yes you are"" on my performance review.",658
All I did was pat him on the head and now he's reporting me to HR.,658
"Once you tell them to sit and stay, they actually get a lot of work done.",658
"I've only worked here one year, but it feels like seven.",658
Well I think I know why all the office plants are dying.,658
Stan was fired...he attacked the FedEx guy again.,658
"We had a good run, Ted, but I simply don’t have the counter space.",659
You're really nice; I just don't have the counter space.,659
Remember when your rubber seal broke? I'm pregnant.,659
I am pleased to announce that Dopey will be leaving us to pursue a career as White House Chief of Staff.,661
"To be honest, finding out that you're all gay is a bit of a relief.",661
"Remember guys , when the prince comes you’re just my sisters kids.",661
"Grouchy, you'll be Press Secretary, Dopey you'll be Attorney General...",661
Don't tell me.  Let me guess. Creepy is behind me.,661
"So, which one of you is ‘Wealthy’?",661
"I would prefer, ""Hello, Snow White"". Not ""Hi, Ho""",661
This shot is for the USC application!  Pretend you know how to skate!,661
I am now Snow Caucasian and you are the seven little persons.,661
OK. 10 more minutes. Then off to work you go.,661
"Yes, they do make you look taller!",661
Did you see the rock he gave her.,662
She's lucky. All the men I date are gatherers.,662
They met at the opera,662
Now I know why she calls him Hun.,662
I hear that they met on a Viking cruise.,662
It's progress. Her first husband was such a Neanderthal.,662
"So, is this your first Minnesota wedding?",662
“It’s about time they settled down and razed a village.”,662
They met clubbing.,662
They're registered at Blood Bath and Beyond.,662
...of course he 'takes' that woman. He's a viking. That's what they do.,662
Who knew there was a black rabbi in Norway?,662
I love that no one wears the pants in their relationship.,662
Kind of encouraging people can still find love in their middle ages.,662
Don’t even think of objecting.,662
He’s made a fortune in hostile takeovers.,662
I’m leaving before she tosses the sword.,662
They met on Ancestry.com.,662
She did describe him as horny.,662
It's a mixed marriage: he's a plunderer and she's a pillager.,662
I give it two harvests.,662
Tonight we’re gonna party like it’s 999.,662
"Next time, when they ask you if you want any toppings, you’d better be more specific than 'Yeah, a couple.'",663
You said you were in the mood for a little Italian.,663
OMG...Remember us...we were on your wedding cake!,663
I don't know either. We asked for a small table on the piazza.,663
You ordered Basil and Olive? Here we are.,663
"Well, you're not what we ordered either.",663
"Hello , we’re the Toppings!",663
Do you mind?  This is a personal pizza.,663
"Finally, some service.",663
Didn't you order the two-person pizza?,663
Would you mind leaving the lid open? We’d prefer to dine outside tonight.,663
Lunch is on me.,665
Dinner's on ME.,665
He’s telling his friends it’s not deep. So be patient.,665
Dinner’s on me tonight.,665
"I didn't know what you were serving, so I brought white.",665
A back massage and then dinner. What's not to like?,665
"Fresh? Sir, I assure you these were walking on land this morning.",665
I brought dinner.,665
It's carryout.,665
It’s like a good wine. You let it breathe before consuming it.,665
Off Coney Island. There's thousands of them.,665
"I’m letting him sunburn a bit more, I prefer extra crispy.",665
Eat a guy and you'll be full. Use him as bait and we'll all be full.,665
"I used to feel sorry for them, but this one is wearing a MAGA hat.",665
Once I gave him a name I didn’t have the heart to eat him.,665
Lucky for him this is the last thing on his bucket list.,665
You want the other half?,665
"I swear, it is like the universe does not want me to stay vegan.",665
"He has a name, Dad. It's Greg. And I love him.",665
He' s my emotional support animal.,665
"When I get hungry, or he realizes I'm not a dolphin, whichever comes first!",665
"If you liked our food delivery service, please give me 5 stars.",665
He’s paying an arm and a leg for the ride.,665
I was told we had to bring our own lunch.,665
I got us a politician. There is no backbone !,665
And I suppose you've never played with your food.,665
Professional courtesy....he’s a lawyer.,665
So we each grab a leg and make a wish.,665
"Last time I ate one this stupid, I was sick for a week.",665
I'm letting him take one last selfie.,665
"Seems only fair ,
I ate his surfboard.",665
"Yes, I KNOW I'm holding up dinner.",665
He's never seen the movie,665
It's part of this whole shore-to-table thing.,665
"Jump up and yell, 'I'm that goldfish you flushed!' 
And then we'll eat him.""",665
You should see the couch they have at the urologist's office.,667
The last place I saw a couch like this also charged by the hour,667
What do uou mean MY oral fixation?,667
Are you going to help me or is this just lip service?,667
Shouldn’t you be sitting in an ear?,667
It just feels like everyone is kissing my ass,667
So this is the famous Freudian's lip.,667
MY oral fixation?!,667
"Oh, and I suppose that sometimes a couch is just a couch.",667
Can you make the tongue do that again?,667
"No, Doc, I said ""tulips"" would make your office more inviting",667
And what couch do you use for anal retentives?,667
It’s much more comfortable since you injected it with collagen.,667
"These lips stay sealed, right?",667
I'm just glad I don't have an anal fixation.,667
Maybe we should try thinking inside the box.,668
"Look, it's right here - ""cheese sold separately""",668
This is the last time I sign up for a research experiment sponsored by Ikea.,668
You're right; it's a trap.,668
Let's just go with the open floor plan.,668
They’re not testing our intelligence. They’re testing our marriage.,668
I think we can build a better one.,668
"If we move the cheese tray to the front, we'll save a lot of  running around later.",668
